ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,BILL_AMT1,PAY_AMT1,PAY_2,BILL_AMT2,PAY_AMT2,PAY_3,BILL_AMT3,PAY_AMT3,PAY_4,BILL_AMT4,PAY_AMT4,PAY_5,BILL_AMT5,PAY_AMT5,PAY_6,BILL_AMT6,PAY_AMT6,default.payment.next.month
15057,242459,1,2,1,25,5,201869,43841,4,85774,42432,-1,51685,21758,4,101611,7877,4,288812,2800,2,84864,13204,1
15058,91214,2,2,2,34,1,243319,21315,0,62236,45360,3,290445,32028,3,16563,14741,1,257288,21379,1,106198,42812,1
15059,448092,2,1,2,36,4,184039,15273,6,126139,3760,1,224639,25320,2,157461,41741,3,267463,7446,-2,160840,42357,1
15060,233232,1,3,2,26,4,286262,4025,6,163045,44416,-1,137040,48418,7,229802,24395,2,17968,41725,1,19502,30900,1
15061,380098,1,4,1,22,5,102280,25691,-2,123486,49188,-1,208047,27474,-2,16535,15035,2,298274,28911,-1,152871,11954,1
15062,48725,1,4,1,24,6,281365,3955,7,-6544,27097,2,10257,29369,-1,55700,39738,-1,232300,46278,4,33135,7342,1
15063,408471,1,1,2,36,3,126469,2696,-2,77814,35642,6,38241,49659,2,4632,27912,6,101406,15786,8,257133,10671,0
15064,478163,2,3,3,56,-2,297525,25774,5,255836,29042,7,166346,11947,0,243890,27739,4,12429,1279,0,272731,23257,0
15065,325524,2,3,2,41,-1,177595,45739,7,55965,40385,2,178318,34587,5,92445,23527,1,9299,24583,5,30275,5725,0
15066,255720,2,4,2,37,-2,20651,9123,0,127747,29033,8,52998,49854,8,126606,16444,-2,256232,5328,3,120969,6925,0
15067,63333,2,1,2,23,-2,22508,25572,4,271376,1656,1,145233,34939,3,212851,10544,6,73956,3925,1,235430,17881,0
15068,314603,1,4,2,44,3,295277,19498,2,271324,5261,0,246763,24749,4,225056,29070,7,111601,38261,5,1664,2801,1
15069,388662,2,1,3,26,8,122592,22015,7,260311,30023,2,162847,9196,-2,155319,34972,6,217425,8695,0,277405,38223,0
15070,271910,1,2,3,39,-2,19183,24087,-2,127302,26743,8,288157,39553,3,260997,46530,2,187034,5501,8,261005,40839,0
15071,308307,1,3,3,54,3,30409,9299,-2,214401,10693,4,118697,16929,4,282513,31219,1,141797,18196,1,66929,46697,0
15072,175043,2,3,1,42,3,56229,12038,-1,23099,25493,3,1183,26960,6,295655,2610,-2,58177,36948,7,100260,45243,0
15073,499987,2,3,2,23,5,227588,33841,0,73124,5249,8,286116,32769,8,297092,41682,4,7424,25664,0,69651,18523,0
15074,206221,1,3,1,59,0,1830,31685,3,122213,23148,0,252412,41127,8,174239,31517,-2,278723,41153,7,266863,22272,0
15075,356874,2,3,2,43,3,175605,16000,6,158731,34922,4,274230,19473,1,16515,44424,2,21857,47001,0,82237,3679,0
15076,291620,1,3,3,31,7,182661,28442,5,11395,3543,3,249052,46572,4,176812,5826,4,154081,18877,6,284951,33829,0
15077,340724,1,2,2,52,6,185407,32609,0,103224,47191,3,257298,30341,7,279295,8002,3,215942,8579,8,35243,1532,0
15078,261831,2,3,3,50,7,207809,45869,7,265034,30046,8,79387,44077,7,132152,9730,7,129453,42607,4,178351,27445,1
15079,377720,1,2,2,56,5,14189,26458,7,140772,42888,7,202583,42576,3,215071,44092,6,82414,14509,-2,101127,46998,0
15080,358737,2,3,2,23,3,169088,21071,2,64067,18103,3,224574,41919,-2,146745,27867,-2,17865,32861,-1,225605,2613,1
15081,210122,2,3,3,60,1,232791,24299,-2,236417,7456,0,-5963,15510,2,258666,25462,1,212864,43126,1,248707,2146,1
15082,216598,2,1,2,60,6,258797,32294,4,91613,21706,-2,274478,20782,1,141193,33953,8,99256,17535,7,43163,7739,1
15083,381215,1,3,3,56,4,70551,21581,3,90240,33879,-2,2569,49834,4,47427,20737,7,-8508,17653,6,255658,30821,1
15084,124832,2,4,3,36,-1,88686,40825,2,55835,48250,-2,51388,40688,6,255984,2588,4,140325,25665,3,-1157,24413,0
15085,410723,1,1,2,52,1,273762,17852,2,198588,30410,4,259612,28958,8,92466,34629,5,84048,885,-2,31024,20062,0
15086,473609,2,1,3,56,-1,35095,28688,5,139733,49275,5,-2149,5188,1,292918,19572,4,142891,24618,3,56964,38670,0
15087,153190,1,1,1,58,5,191834,35460,-2,131796,49761,5,71689,20908,-1,125250,17882,7,84117,25357,-2,192336,44468,1
15088,191601,1,4,1,42,5,250267,17880,4,219554,17174,1,198126,19775,1,21818,7091,3,265915,16287,1,37860,32484,1
15089,78682,1,2,2,58,8,222759,46994,5,230629,6250,4,31516,23116,-2,173409,33778,5,199108,21505,6,274934,37365,1
15090,233009,1,1,3,32,4,194303,23473,6,48303,35817,7,127924,15723,5,77781,33869,7,104479,8971,3,298966,35257,1
15091,457392,1,1,1,60,3,285120,8041,5,189697,44444,7,52717,29253,-2,223013,48050,5,-4395,37581,7,262226,34837,0
15092,256553,2,1,1,34,7,294341,3315,3,201336,24731,8,66774,7542,6,291150,31853,4,37338,48961,7,31744,2958,1
15093,363857,1,3,3,27,4,212747,37573,3,241284,22521,0,108127,39937,1,266472,37568,8,290858,17478,3,229572,4716,1
15094,376204,2,2,1,22,1,240797,40581,0,188744,45220,7,228658,39673,1,193252,4265,3,55808,43056,5,237839,42503,1
15095,145486,2,4,1,60,0,274814,42072,3,-9593,35320,4,108442,48862,-1,273447,29963,2,81512,31241,1,143198,6108,1
15096,93030,2,4,2,31,-2,294504,43135,7,126151,16523,6,58090,48457,-2,-6765,13814,0,42550,38743,4,74995,7023,1
15097,130360,2,2,2,30,8,-7036,10532,0,109838,11056,7,67252,24835,-2,96180,4535,0,133304,17719,-2,167361,6475,0
15098,358117,1,2,3,59,5,53180,43583,7,235829,25491,-1,5593,2047,2,27979,43007,8,75235,37268,7,195174,49195,0
15099,465353,2,2,3,26,-1,274451,17825,0,293999,31266,4,217629,13761,3,57891,42359,1,187954,15984,1,167819,2553,0
15100,145009,2,3,1,29,3,52180,10564,5,244050,9704,-1,138730,26676,-2,19051,23352,0,133575,20730,1,263287,1450,1
15101,308875,2,1,2,39,5,235829,17811,1,268776,12845,1,157928,36367,4,159274,8415,-1,298891,23162,2,74418,44082,1
15102,490078,2,3,3,45,1,44898,18069,-1,36493,16687,8,114483,49469,1,90525,15423,1,39851,9881,-2,212451,18338,1
15103,179737,2,2,1,25,-1,94832,493,2,203190,35366,6,234266,36801,5,291980,5527,4,162963,15265,1,163634,41104,0
15104,477726,2,3,2,25,0,23813,44807,6,122456,19745,-1,268633,39325,3,36272,28570,5,214959,4173,3,123235,43768,0
15105,420716,1,4,3,23,7,248565,46620,0,127387,41140,1,161947,46303,6,152619,49387,0,120419,341,-1,-4976,40332,0
15106,124360,1,3,2,24,4,220352,16949,8,79520,42624,7,241323,23841,3,13838,24781,8,276376,19076,-2,185798,11487,1
15107,273894,1,2,1,32,1,40110,34813,7,297495,39246,8,71300,28485,-2,290371,33536,-2,53287,37144,4,228452,49873,0
15108,75018,2,1,1,46,-1,55820,34058,-1,189310,24740,4,243953,31141,8,210532,46646,-1,82177,27919,1,221633,40051,0
15109,407243,2,3,1,26,4,252574,44284,3,198702,4806,8,68208,38151,6,157092,18349,3,294795,48435,2,72730,47894,0
15110,250904,2,2,2,30,1,76443,28710,6,127112,9305,7,266730,5622,5,287256,44913,2,154361,27154,-2,160475,19950,0
15111,146817,1,3,3,47,4,260779,32796,2,83422,4488,-2,203752,24107,6,269261,28252,7,9569,40736,0,123306,4402,1
15112,202803,2,4,3,60,5,295016,9355,0,1437,43740,6,206500,38561,5,140271,8041,0,110949,26727,6,215579,18347,1
15113,96984,2,3,1,43,3,212420,34678,0,159900,15327,-2,252062,15630,2,219327,30139,-2,284770,11366,4,278118,33964,1
15114,380127,1,3,1,58,5,35498,18247,7,74971,45192,0,262808,37276,3,-4112,16214,5,74253,6034,-1,131840,5838,0
15115,300595,2,1,1,50,4,269742,30385,5,46553,3806,2,232925,1694,6,62658,20524,7,228882,6374,5,190955,22395,1
15116,365887,1,3,1,57,-1,23245,37794,1,207715,7088,4,160216,41546,3,259225,32792,-1,21938,24491,8,181432,10855,0
15117,343618,2,3,2,62,-1,35560,26528,2,108590,29863,5,161386,43890,2,271606,28774,8,276355,12982,4,38336,2173,0
15118,202608,2,4,1,45,3,27012,24936,5,131405,33900,8,177809,48891,6,107656,42570,-1,64107,25563,1,67894,21871,0
15119,22150,2,4,1,64,6,283112,39587,8,211648,4795,2,281700,47391,1,236320,38282,1,114777,4253,5,167717,39617,1
15120,285550,1,4,3,34,7,256843,44906,4,270777,30996,8,53571,38864,-1,266570,43767,6,187838,36236,5,151561,15355,1
15121,160853,2,1,2,23,3,180354,4776,2,-9601,40102,7,-8535,41937,0,244306,29278,-2,156152,24459,-1,18748,20466,1
15122,198489,1,4,1,24,8,156154,19828,2,258663,10799,4,112648,40184,-1,254938,14125,2,238926,27884,4,296777,13037,1
15123,388191,2,4,2,56,6,142985,3325,-2,210815,38707,3,269284,14602,1,177954,5959,6,277635,12761,0,59491,9103,0
15124,396115,1,3,1,45,7,27159,10506,1,35806,32918,0,244449,17434,7,133329,2100,4,283847,14083,6,11936,27709,0
15125,375301,2,3,2,28,4,105244,25852,0,211086,34007,7,93328,13060,4,50237,30557,4,105725,6165,7,87205,6894,0
15126,28325,1,1,1,45,5,2302,30638,0,213006,2384,2,64384,40812,4,166153,10726,3,68484,46015,5,71276,1250,0
15127,209756,1,4,1,56,8,116220,17645,7,36270,2161,6,136100,11967,6,179877,10973,2,147779,17310,3,43498,5933,0
15128,366559,2,2,2,50,8,14912,7207,0,8003,15752,-1,17114,21768,4,210963,9137,6,231453,38213,2,68333,33089,1
15129,214541,1,3,1,35,0,157593,26066,4,240365,40677,4,187558,517,3,34154,10090,-2,25195,38296,4,291374,46260,0
15130,412652,1,2,1,57,1,82481,48905,2,61812,24633,-2,155752,7203,-1,33523,3341,2,278190,48897,-2,89813,4184,1
15131,27669,1,2,2,25,-2,98160,48009,0,4845,38166,-1,177717,29829,0,165307,45959,5,235559,10840,2,59590,18915,0
15132,399529,2,4,3,38,8,35023,22696,4,212324,32196,8,2925,37642,4,152750,11942,4,140673,40574,4,157157,854,0
15133,344154,1,2,3,52,6,260199,26270,2,250903,30308,6,124612,49542,7,79512,36373,0,72671,90,5,235035,21974,0
15134,217836,2,1,1,62,0,97060,41190,1,109126,48839,5,9470,15676,-2,53186,45584,1,33246,21685,7,281206,39571,0
15135,142915,1,1,2,27,8,-7146,13063,0,78877,19246,1,280328,23507,-1,276920,40339,-2,189078,8051,5,27471,7197,0
15136,206681,1,3,3,62,-2,206823,7389,4,135565,13011,-2,239655,23901,3,106348,16857,0,153473,26052,8,186009,21045,0
15137,60812,1,2,2,24,6,115428,35693,-2,44111,12695,-1,233466,14943,4,101552,22007,-1,246739,41976,-2,237793,29220,1
15138,288203,1,1,3,61,6,204555,44973,5,86390,46155,6,197809,9426,4,27626,49709,0,217273,33996,-2,165573,29317,0
15139,358413,2,1,1,51,-1,202106,42450,3,142809,39420,-1,16716,5983,3,270133,12122,1,38208,30177,1,63349,10776,0
15140,262862,2,2,2,36,4,59493,34628,-2,237047,39321,1,219038,18387,4,229696,4044,-2,100180,39039,2,51902,21774,0
15141,181840,1,1,1,23,7,36822,36501,1,74255,775,1,191593,46488,5,-1151,41967,6,182407,38516,2,11407,20461,0
15142,35395,2,2,1,23,-1,138940,39250,4,217881,11414,-2,148345,35204,8,53781,34195,8,144057,41884,4,40300,44701,1
15143,292346,2,1,1,23,2,250607,733,4,231786,42585,-1,136907,10062,7,158998,26175,6,134898,47879,4,6271,38544,1
15144,416489,1,2,2,49,-1,127370,31522,6,281276,40149,5,282296,4949,4,16149,2292,1,296533,21872,5,15194,13135,0
15145,452105,1,1,3,39,4,260976,30755,1,213579,3924,6,85590,7223,1,152514,27732,-1,191033,2467,7,272650,4890,1
15146,239707,1,1,1,24,-1,9126,44641,7,85707,1115,4,18572,30833,8,16128,27661,4,159037,24737,4,286923,4477,0
15147,257181,1,1,2,55,3,218466,45472,1,127024,21626,2,127468,36661,0,-3005,19642,8,129074,25745,-1,264359,30604,1
15148,214120,1,4,3,36,5,227576,41189,7,249310,20946,-1,34504,3582,-2,26177,46877,6,121222,11222,2,37575,10891,1
15149,234839,1,4,1,46,2,115411,32068,0,85702,48864,8,120117,21453,4,134223,37975,1,178360,42966,2,229602,7618,0
15150,229882,2,1,3,58,8,272987,4803,-2,3578,31016,0,-6227,44077,8,299651,19222,-1,41850,25516,-1,150742,40700,1
15151,113235,1,4,3,24,0,4853,36563,-1,61569,28095,1,140097,38163,-2,65368,39151,1,16075,20330,5,206387,47461,0
15152,55510,1,2,2,54,6,223211,3319,8,36575,36427,8,215861,15336,3,45113,9196,7,192230,15954,7,25712,5826,1
15153,97945,1,4,2,41,6,123743,16139,8,92227,19784,4,230274,27402,-2,87800,26473,8,137114,3110,8,135992,20342,1
15154,252802,2,3,2,61,4,-8145,18796,-1,120086,4916,6,263893,23459,5,257852,49051,-2,78298,48235,4,82499,38805,0
15155,260168,1,3,3,45,0,206199,45020,4,151257,48082,7,252552,26155,7,41091,260,4,28101,23499,0,64252,25357,0
15156,342793,2,1,3,23,-2,230087,31877,-1,188506,36606,6,283678,14933,4,129191,5179,0,266953,14264,-2,238963,49638,0
15157,378867,2,4,2,38,7,16871,34749,7,29451,22991,1,266039,17642,1,291248,34099,5,6368,44211,6,275969,9674,0
15158,12881,2,3,3,45,8,42664,4457,1,256203,32839,1,47125,39589,3,241811,4117,2,160203,47877,8,192890,49081,1
15159,318057,1,1,3,52,0,83211,5712,1,150791,5090,-1,167734,44759,3,-2538,45720,2,141030,17452,4,138279,29773,0
15160,121860,2,3,3,40,3,156944,527,1,81865,35123,-1,69966,28124,5,77522,15056,-1,-6007,2599,2,295240,4575,1
15161,356929,1,1,2,35,6,233547,5982,5,128688,48049,2,108018,31887,2,26283,47908,6,138236,32794,-2,13813,41833,1
15162,468253,1,3,1,22,-2,280633,44916,3,4553,22587,3,39918,2201,7,291022,30636,-2,185223,25478,3,106154,6411,0
15163,334601,1,3,1,50,4,31842,38612,7,152450,40915,4,182057,45092,7,177689,36266,2,116587,27101,-1,165321,29286,0
15164,176415,1,4,2,32,7,14216,24427,6,285332,16304,7,95177,37570,6,255437,20619,1,55742,40626,-1,173161,20702,0
15165,465605,2,1,3,59,7,172979,24533,1,221698,10920,6,228051,36169,3,229480,43610,5,279677,22457,0,265104,45255,0
15166,481466,1,3,2,63,0,266620,7884,1,31890,721,1,153421,11037,5,296766,16645,2,176610,905,-2,75107,32080,0
15167,149728,2,1,1,27,4,-3566,43354,5,72006,16248,-2,42234,21329,-2,-4613,20591,4,154218,27283,4,290022,34475,1
15168,277885,2,4,2,42,-1,212977,27014,-2,159182,15108,4,185362,8069,4,2831,35295,5,145865,23527,-1,223568,44936,0
15169,157733,1,3,1,28,7,192213,16822,4,38956,22927,-1,232513,31433,-2,5438,30535,8,14929,41496,4,207464,25618,1
15170,369235,1,2,1,43,7,42496,6163,4,20904,48441,1,17649,32923,8,206354,29863,6,214403,26725,1,113974,23689,0
15171,300834,2,2,2,43,7,245731,18011,8,256691,19897,1,56520,11058,8,60341,5377,6,77940,8975,5,10812,45773,1
15172,304977,2,2,2,32,0,46552,23155,0,211994,28504,1,212591,30769,1,49497,43795,1,242653,10208,7,234259,27613,0
15173,112566,1,1,1,26,-2,73254,15976,2,193598,32317,-2,207776,34139,5,139126,41994,5,229115,29583,2,181799,581,0
15174,81240,1,4,3,34,6,230668,10825,5,77185,22244,3,263729,42330,5,231876,33639,7,52863,47604,7,115308,13264,1
15175,116898,1,1,3,48,6,67791,7952,5,149,11012,3,259386,27220,-1,204254,20249,0,12854,38429,3,191212,13616,0
15176,349855,2,1,1,25,6,235286,40566,2,287410,34219,-1,166519,42143,-2,36337,46595,5,76515,10594,-1,55885,31894,0
15177,460357,1,2,3,24,1,-6893,25462,6,94458,10939,4,91592,10077,7,209964,8400,-1,82538,21644,6,193697,39765,0
15178,219304,1,4,1,45,3,3575,23957,8,213972,820,-1,94107,18933,6,190906,27470,1,115433,35590,-1,238756,623,0
15179,311167,1,3,1,47,8,258500,42597,2,48854,12980,3,-439,37911,-2,13023,48371,0,288938,48595,0,281223,3747,1
15180,312353,1,1,1,24,4,190892,22910,4,266714,14692,2,214366,29783,1,262469,23507,3,-8429,47904,7,45346,22315,0
15181,365734,2,2,2,49,4,228309,1781,6,255073,39403,6,200760,5956,5,36100,27591,1,16,40353,7,174438,16668,0
15182,358756,2,1,2,61,2,644,36793,5,587,2168,2,63882,17452,-2,292031,49369,3,90041,45146,6,62033,49247,0
15183,90522,1,1,2,47,8,76916,506,-1,211116,14111,-2,157993,9511,7,35159,12467,1,6995,46357,0,148305,32296,1
15184,383798,2,4,1,27,1,284532,36157,-2,177660,35266,2,269928,11755,0,130935,1993,-1,263662,40301,1,286303,26833,0
15185,155512,1,3,2,52,8,287128,25985,1,66876,28216,3,190454,31690,1,123500,47363,-1,30554,2333,3,34483,16234,1
15186,129107,2,1,3,40,-2,61579,9750,7,214484,45667,2,240063,34310,6,268740,39616,1,44330,6651,-2,45888,21412,0
15187,411176,2,1,3,63,6,37162,45535,-2,99255,5009,4,140638,47062,6,70515,15411,8,83521,40746,-2,212499,14478,0
15188,32462,1,3,2,56,1,74791,33420,7,269118,4522,0,239768,19140,5,185337,7246,2,211910,12312,8,115460,22849,1
15189,289965,1,4,2,50,1,44627,48833,5,262126,19381,-1,162318,11153,-1,157809,23612,7,276522,23463,1,99950,13350,0
15190,460988,1,1,1,49,0,116820,18154,4,41231,36432,6,196638,18113,7,248953,2812,-1,92199,11067,-1,18636,46119,0
15191,430474,1,4,2,48,6,43733,33274,6,53218,47030,8,82107,21100,-1,42406,14984,6,290762,1787,2,185404,43442,0
15192,102889,2,4,2,60,-1,196728,39279,6,23237,34433,5,257839,28482,4,176761,6938,2,253484,45781,0,104737,6068,0
15193,98952,1,1,2,23,-1,258583,1344,2,92055,34618,7,212445,40456,4,124352,29983,5,23139,49123,-1,39745,16819,1
15194,203596,1,3,1,47,8,154066,5333,1,196042,31332,0,181069,46598,7,195042,13227,6,27893,5055,3,-557,32913,1
15195,425331,1,1,3,41,-1,73065,44133,0,255885,41934,0,277395,41892,5,176000,14082,0,261959,28939,-1,70961,16773,0
15196,390210,1,1,1,57,1,166416,41658,1,180485,44898,1,36063,34494,6,233030,21269,6,293943,48258,3,23985,44566,0
15197,187505,1,2,2,55,0,216041,22533,1,63608,38121,4,199068,2294,6,140846,14705,6,89266,48121,1,232074,19395,1
15198,231576,1,3,2,40,7,213665,45637,2,77272,8778,3,271347,25168,7,103668,23329,-1,157329,42529,1,139874,40351,1
15199,491483,2,2,3,29,7,270928,48292,7,53544,19627,-2,55536,22651,7,196659,35789,-1,29478,18751,-2,73288,26408,1
15200,229393,1,3,2,55,-2,277715,16062,6,298673,15678,5,151693,43395,4,220496,33749,4,105922,14755,2,-473,33689,1
15201,351508,2,1,1,30,1,207641,41812,6,284783,29809,1,189621,36317,5,153948,20238,2,220211,1978,6,132469,9038,0
15202,342221,1,4,1,41,-1,113664,34169,6,65739,21292,7,117098,47369,-2,257396,30367,4,88657,39204,-2,206275,644,0
15203,312788,2,2,1,63,6,160037,2375,7,266192,31246,0,283232,24691,-1,207497,36424,0,75431,41042,8,132256,41728,0
15204,334787,2,2,1,61,6,173764,3072,3,17246,41489,1,289315,1284,1,185661,11422,3,298381,15846,1,70046,44639,1
15205,285455,2,2,2,63,-1,167810,21872,8,185122,39125,-1,56630,43190,-1,183447,20115,-1,298839,26419,7,289228,9375,0
15206,264084,1,2,1,44,5,290626,21838,4,208687,42233,2,108028,5326,8,50495,37529,8,291701,28212,-1,228476,27094,1
15207,139466,2,3,2,59,3,35350,38020,3,225565,29087,4,72414,32916,2,1442,43548,5,25448,48448,7,49597,41120,0
15208,40531,1,4,1,21,7,-6802,15634,8,295513,17613,3,146126,23471,-1,168145,37356,2,4001,36297,4,43900,25853,1
15209,24588,2,4,3,63,5,132689,12735,7,218156,33467,-2,5809,34766,6,294594,49705,2,91398,30251,5,257403,47323,1
15210,321560,1,1,3,51,5,107314,3821,4,177553,278,2,276398,30595,-2,243460,47447,1,138971,37229,2,185302,12253,0
15211,153452,1,1,1,43,6,58519,34040,-2,280077,34929,6,280054,2152,5,229517,45009,0,257750,26354,4,-8204,30959,0
15212,183717,2,2,3,38,-2,126487,18203,2,203180,29185,6,47915,15424,3,-5911,14477,3,240547,37838,7,128985,49540,0
15213,421034,1,1,3,47,-1,211530,1060,5,298222,40962,7,-7072,35412,-2,182945,10901,3,212642,22747,-2,279798,28374,0
15214,171929,2,1,3,61,0,99890,30362,-1,281351,19922,5,240453,38603,7,208851,36103,6,200493,6748,-1,53711,17010,0
15215,31711,2,3,3,64,2,190774,37491,-2,92380,43701,5,152556,22575,0,42039,6817,7,37352,30749,-2,106565,33594,1
15216,146169,1,1,2,32,5,136043,30723,1,247585,24529,5,18908,10229,-1,67701,40367,-2,23920,14357,8,216454,39681,1
15217,388492,2,1,1,55,5,93666,7195,4,149791,5579,1,255795,43298,3,184061,37380,-1,57469,24225,3,269935,35402,0
15218,169465,1,1,3,61,5,191617,4044,-2,-9741,48060,4,260442,5003,7,272019,13707,3,222636,31247,-1,239282,6039,1
15219,294220,2,4,2,36,3,189211,5781,-1,196257,9230,1,479,2643,1,112970,48079,0,6311,42883,4,139234,30705,0
15220,356418,1,4,3,41,-1,280666,37233,-1,10364,9302,6,226613,39010,8,235188,17926,3,138179,17348,4,208917,513,0
15221,329753,1,1,2,47,8,132680,6417,0,224153,18848,4,253853,47473,4,286764,890,1,83577,29615,8,116767,30765,1
15222,170389,1,2,1,56,2,11982,31959,8,200816,11402,3,42045,14932,-2,49283,21314,8,155208,18253,8,250384,38256,0
15223,68480,2,4,2,33,1,192336,17676,2,120099,44477,-1,254934,37850,-1,222604,7758,4,122848,39721,1,199865,24407,1
15224,279188,1,3,1,28,0,249859,2495,-1,27023,27777,-1,104542,48988,1,158414,25786,-2,104621,38177,3,104458,28660,0
15225,474249,1,3,2,28,2,139917,29546,5,16188,10130,3,174988,14032,7,271536,38846,5,4073,13042,8,163689,20431,1
15226,260309,1,3,2,36,4,263633,18690,1,106677,17737,-2,256682,26102,0,104064,33548,1,222863,26249,-1,2867,48254,1
15227,65486,1,1,3,43,6,16209,19658,2,281462,39290,-2,146936,33523,8,216135,5519,4,83387,805,8,180979,14986,0
15228,65162,1,2,3,54,7,113976,24526,-1,224906,48068,4,60560,5231,3,180525,24428,-1,214,15322,1,245770,20081,1
15229,220359,1,3,2,44,-2,39367,21651,-1,174264,34762,5,124796,41269,5,214952,31126,7,131072,11669,2,66115,1897,0
15230,39882,1,2,2,41,2,100132,28776,3,61720,8315,1,95582,4407,0,4530,29885,8,220088,24500,-2,220433,25708,1
15231,64078,1,3,2,33,1,28852,11378,0,-3552,44620,-2,141067,1953,8,109655,48055,4,258439,30401,6,165996,7413,0
15232,330878,1,2,1,24,8,69648,11364,5,90011,16952,-2,112212,3140,4,239685,46818,-2,143105,24369,2,277122,2214,0
15233,248680,2,1,2,49,-2,29739,25096,6,25987,28284,-2,143825,45612,7,136509,27224,4,155017,43602,7,53611,11980,0
15234,118730,1,1,1,24,4,59772,10529,4,218020,19337,4,48247,2942,8,81483,22150,3,94106,10519,-2,17133,3580,0
15235,184898,1,3,1,41,-1,206387,29762,6,33325,48240,-2,41792,41184,2,117158,26865,5,118143,38709,0,29031,27932,0
15236,360129,1,3,1,54,7,265921,7303,3,188915,9759,-2,48569,24068,4,247181,3588,0,298090,23059,3,231680,30096,0
15237,316172,2,4,1,29,8,35994,18764,4,206824,13369,8,175330,45324,-2,54984,8823,3,279392,11999,7,66653,7684,0
15238,454547,1,3,1,45,4,126753,42917,4,72794,3569,4,241264,28283,6,125285,9373,-2,46526,31207,4,184574,35341,0
15239,108938,1,4,1,61,4,276871,7280,6,219999,36857,0,217938,33266,0,36761,41477,7,109916,43668,1,50670,45977,1
15240,128319,2,4,1,41,3,233789,34765,-1,71526,19903,-1,10789,29756,1,-5902,41629,1,218893,30722,2,197336,15245,1
15241,42543,2,1,2,24,6,246715,5859,-1,160897,34994,-2,73684,45123,-1,179114,8090,7,138103,20251,-1,190475,37105,1
15242,134279,2,1,1,36,4,126072,34978,5,205586,40346,3,97500,38432,7,164157,44185,-1,291222,14402,-2,184252,15898,1
15243,39362,1,4,2,45,5,21308,43297,1,222051,26438,2,140894,33329,2,283647,17900,-2,69470,11495,3,234338,10976,0
15244,430531,1,3,2,60,1,76746,24525,0,55064,4824,4,156994,15507,-2,170551,22403,-2,135403,41819,0,193250,11226,0
15245,168818,1,4,1,27,1,244142,7240,0,35496,42993,1,122090,20090,7,229588,13448,1,251402,26571,8,198668,42122,1
15246,413273,1,3,2,25,4,202804,2835,8,57292,12576,8,10787,19215,0,192058,28578,3,176604,5025,0,254903,18140,1
15247,252721,2,1,2,60,1,289947,16320,5,178825,23759,8,243333,8714,2,173623,35701,2,156399,30843,5,205344,36406,1
15248,315059,2,3,1,41,1,290000,43411,7,9315,10375,3,23179,41107,3,125392,29266,6,203955,49896,-1,115458,10129,1
15249,424277,1,4,2,54,-1,172347,35996,0,29140,27178,3,285272,14239,6,95786,35453,0,93787,46413,5,53214,17653,0
15250,323514,2,3,2,42,-1,234703,39664,2,127676,6945,0,115680,39562,3,191046,46022,1,159821,11089,6,144888,29066,0
15251,175229,1,4,3,47,2,69167,25336,7,228451,27385,-2,143090,5199,8,120637,5329,8,82850,6831,2,272272,36728,0
15252,383519,1,3,3,30,4,264542,12141,5,6824,21089,7,295643,47442,6,291171,28350,6,268721,28637,4,131948,29682,1
15253,152394,1,4,1,61,3,53107,44286,4,265946,353,6,149740,4240,8,40665,3220,5,129531,815,0,71850,12918,0
15254,79812,1,1,1,35,-2,93912,12638,2,193284,19318,1,141345,18017,2,119757,37004,-2,160179,37843,2,87685,23122,0
15255,481058,2,4,1,23,6,165688,30478,2,203393,25473,-2,266211,16212,1,207832,26467,7,155895,6093,-1,42862,30452,1
15256,306161,2,1,1,33,8,111339,45296,-1,53456,7576,1,162714,11730,-1,112898,22815,8,34721,35141,5,85291,35487,0
15257,328936,1,4,1,46,-1,41762,22861,8,10148,47327,-2,136763,42307,-2,51592,6814,-2,198896,47036,1,157871,21096,0
15258,430958,1,4,3,21,0,37410,8974,-2,129263,42877,6,197886,37717,4,175867,10796,4,267101,21360,6,259437,45735,0
15259,238208,2,2,3,29,1,52327,47095,7,124295,5584,6,201439,25198,-2,274081,17831,1,245723,24705,-2,28745,28061,0
15260,468024,2,2,2,59,4,228373,2887,6,82916,48192,-1,107948,11232,2,220359,31894,0,272863,15424,-1,126097,13355,0
15261,401342,1,2,3,46,8,186668,11783,3,96392,30102,-1,130621,28023,5,118213,8576,-2,168118,18991,2,225177,42166,0
15262,289773,2,2,1,38,4,15217,41565,2,56529,28928,5,65965,35526,2,120847,6506,8,85491,23863,7,295948,49818,0
15263,138614,2,3,3,28,8,293801,21832,-1,179318,36997,2,54393,25661,0,32844,7529,7,222888,16436,-2,118005,28109,1
15264,411461,2,1,2,35,-1,242489,48056,-2,235390,611,-2,130095,31288,-2,-7671,23606,0,140532,17647,5,287686,49715,0
15265,106950,1,1,1,42,3,49876,32482,1,104303,10065,1,85655,19231,4,96832,9268,7,37079,47071,-2,7169,42471,0
15266,184942,2,2,1,58,6,106266,47296,8,283947,11966,8,174997,36153,1,-9746,44116,4,51004,35333,5,101744,11787,1
15267,498850,2,3,2,24,6,277874,1949,8,263128,16803,8,190362,13145,-1,118003,32467,5,268949,18142,0,148564,28647,0
